 -1.094476, -1.094476, -1.094476, -1.094476, -1.094476, -1.094476
 -1.111639, -1.111639, -1.111639, -1.111639, -1.111639, -1.111639
 -1.130128, -1.130128, -1.130128, -1.130128, -1.130128, -1.130128
 -1.149825, -1.149825, -1.149825, -1.149825, -1.149825, -1.149825
 -1.170567, -1.170567, -1.170567, -1.170567, -1.170567, -1.170567
 -1.192130, -1.192130, -1.192130, -1.192130, -1.192130, -1.192130
 -1.214231, -1.214231, -1.214231, -1.214231, -1.214231, -1.214231
 -1.236522, -1.236522, -1.236522, -1.236522, -1.236522, -1.236522
 -1.258584, -1.258584, -1.258584, -1.258584, -1.258584, -1.258584
 -1.279939, -1.279939, -1.279939, -1.279939, -1.279939, -1.279939
 -1.300050, -1.300050, -1.300050, -1.300050, -1.300050, -1.300050
 -1.318340, -1.318340, -1.318340, -1.318340, -1.318340, -1.318340
 -1.334223, -1.334223, -1.334223, -1.334223, -1.334223, -1.334223
 -1.347138, -1.347138, -1.347138, -1.347138, -1.347138, -1.347138
 -1.356596, -1.356596, -1.356596, -1.356596, -1.356596, -1.356596
 -1.362233, -1.362233, -1.362233, -1.362233, -1.362233, -1.362233
 -1.363854, -1.363854, -1.363854, -1.363854, -1.363854, -1.363854
 -1.361454, -1.361454, -1.361454, -1.361454, -1.361454, -1.361454
 -1.355228, -1.355228, -1.355228, -1.355228, -1.355228, -1.355228
 -1.345543, -1.345543, -1.345543, -1.345543, -1.345543, -1.345543
 -1.332897, -1.332897, -1.332897, -1.332897, -1.332897, -1.332897
 -1.317868, -1.317868, -1.317868, -1.317868, -1.317868, -1.317868
 -1.301069, -1.301069, -1.301069, -1.301069, -1.301069, -1.301069
 -1.283097, -1.283097, -1.283097, -1.283097, -1.283097, -1.283097
 -1.264513, -1.264513, -1.264513, -1.264513, -1.264513, -1.264513
 -1.245816, -1.245816, -1.245816, -1.245816, -1.245816, -1.245816
 -1.227435, -1.227435, -1.227435, -1.227435, -1.227435, -1.227435
 -1.209726, -1.209726, -1.209726, -1.209726, -1.209726, -1.209726
 -1.192975, -1.192975, -1.192975, -1.192975, -1.192975, -1.192975
 -1.177397, -1.177397, -1.177397, -1.177397, -1.177397, -1.177397
 -1.163149, -1.163149, -1.163149, -1.163149, -1.163149, -1.163149
 -1.150332, -1.150332, -1.150332, -1.150332, -1.150332, -1.150332
 -1.139001, -1.139001, -1.139001, -1.139001, -1.139001, -1.139001
 -1.129172, -1.129172, -1.129172, -1.129172, -1.129172, -1.129172
 -1.120832, -1.120832, -1.120832, -1.120832, -1.120832, -1.120832
 -1.113942, -1.113942, -1.113942, -1.113942, -1.113942, -1.113942
 -1.108446, -1.108446, -1.108446, -1.108446, -1.108446, -1.108446
 -1.104277, -1.104277, -1.104277, -1.104277, -1.104277, -1.104277
 -1.101361, -1.101361, -1.101361, -1.101361, -1.101361, -1.101361
 -1.099618, -1.099618, -1.099618, -1.099618, -1.099618, -1.099618
 -1.098971, -1.098971, -1.098971, -1.098971, -1.098971, -1.098971
 -1.099343, -1.099343, -1.099343, -1.099343, -1.099343, -1.099343
 -1.100661, -1.100661, -1.100661, -1.100661, -1.100661, -1.100661
 -1.102856, -1.102856, -1.102856, -1.102856, -1.102856, -1.102856
 -1.105867, -1.105867, -1.105867, -1.105867, -1.105867, -1.105867
 -1.109637, -1.109637, -1.109637, -1.109637, -1.109637, -1.109637
 -1.114114, -1.114114, -1.114114, -1.114114, -1.114114, -1.114114
 -1.119254, -1.119254, -1.119254, -1.119254, -1.119254, -1.119254
 -1.125015, -1.125015, -1.125015, -1.125015, -1.125015, -1.125015
 -1.131363, -1.131363, -1.131363, -1.131363, -1.131363, -1.131363
 -1.138267, -1.138267, -1.138267, -1.138267, -1.138267, -1.138267
 -1.145699, -1.145699, -1.145699, -1.145699, -1.145699, -1.145699
 -1.153633, -1.153633, -1.153633, -1.153633, -1.153633, -1.153633
 -1.162046, -1.162046, -1.162046, -1.162046, -1.162046, -1.162046
 -1.170914, -1.170914, -1.170914, -1.170914, -1.170914, -1.170914
 -1.180213, -1.180213, -1.180213, -1.180213, -1.180213, -1.180213
 -1.189916, -1.189916, -1.189916, -1.189916, -1.189916, -1.189916
 -1.199994, -1.199994, -1.199994, -1.199994, -1.199994, -1.199994
 -1.210411, -1.210411, -1.210411, -1.210411, -1.210411, -1.210411
 -1.221125, -1.221125, -1.221125, -1.221125, -1.221125, -1.221125
 -1.232084, -1.232084, -1.232084, -1.232084, -1.232084, -1.232084
 -1.243227, -1.243227, -1.243227, -1.243227, -1.243227, -1.243227
 -1.254479, -1.254479, -1.254479, -1.254479, -1.254479, -1.254479
 -1.265754, -1.265754, -1.265754, -1.265754, -1.265754, -1.265754
 -1.276952, -1.276952, -1.276952, -1.276952, -1.276952, -1.276952
 -1.287958, -1.287958, -1.287958, -1.287958, -1.287958, -1.287958
 -1.298647, -1.298647, -1.298647, -1.298647, -1.298647, -1.298647
 -1.308883, -1.308883, -1.308883, -1.308883, -1.308883, -1.308883
 -1.318527, -1.318527, -1.318527, -1.318527, -1.318527, -1.318527
 -1.327441, -1.327441, -1.327441, -1.327441, -1.327441, -1.327441
 -1.335497, -1.335497, -1.335497, -1.335497, -1.335497, -1.335497
 -1.342586, -1.342586, -1.342586, -1.342586, -1.342586, -1.342586
 -1.348626, -1.348626, -1.348626, -1.348626, -1.348626, -1.348626
 -1.353574, -1.353574, -1.353574, -1.353574, -1.353574, -1.353574
 -1.357432, -1.357432, -1.357432, -1.357432, -1.357432, -1.357432
 -1.360251, -1.360251, -1.360251, -1.360251, -1.360251, -1.360251
 -1.362133, -1.362133, -1.362133, -1.362133, -1.362133, -1.362133
 -1.363230, -1.363230, -1.363230, -1.363230, -1.363230, -1.363230
 -1.363734, -1.363734, -1.363734, -1.363734, -1.363734, -1.363734
 -1.363869, -1.363869, -1.363869, -1.363869, -1.363869, -1.363869
 -1.363879, -1.363879, -1.363879, -1.363879, -1.363879, -1.363879
 -1.364016, -1.364016, -1.364016, -1.364016, -1.364016, -1.364016
 -1.364522, -1.364522, -1.364522, -1.364522, -1.364522, -1.364522
 -1.365626, -1.365626, -1.365626, -1.365626, -1.365626, -1.365626
 -1.367527, -1.367527, -1.367527, -1.367527, -1.367527, -1.367527
 -1.370391, -1.370391, -1.370391, -1.370391, -1.370391, -1.370391
 -1.374348, -1.374348, -1.374348, -1.374348, -1.374348, -1.374348
 -1.379489, -1.379489, -1.379489, -1.379489, -1.379489, -1.379489
 -1.385865, -1.385865, -1.385865, -1.385865, -1.385865, -1.385865
 -1.393495, -1.393495, -1.393495, -1.393495, -1.393495, -1.393495
 -1.402366, -1.402366, -1.402366, -1.402366, -1.402366, -1.402366
 -1.412440, -1.412440, -1.412440, -1.412440, -1.412440, -1.412440
 -1.423661, -1.423661, -1.423661, -1.423661, -1.423661, -1.423661
 -1.435958, -1.435958, -1.435958, -1.435958, -1.435958, -1.435958
 -1.449252, -1.449252, -1.449252, -1.449252, -1.449252, -1.449252
 -1.463458, -1.463458, -1.463458, -1.463458, -1.463458, -1.463458
 -1.478495, -1.478495, -1.478495, -1.478495, -1.478495, -1.478495
 -1.494281, -1.494281, -1.494281, -1.494281, -1.494281, -1.494281
 -1.510740, -1.510740, -1.510740, -1.510740, -1.510740, -1.510740
 -1.527801, -1.527801, -1.527801, -1.527801, -1.527801, -1.527801
 -1.545398, -1.545398, -1.545398, -1.545398, -1.545398, -1.545398
 -1.563472, -1.563472, -1.563472, -1.563472, -1.563472, -1.563472
 -1.581963, -1.581963, -1.581963, -1.581963, -1.581963, -1.581963
 -1.600815, -1.600815, -1.600815, -1.600815, -1.600815, -1.600815
 -1.619966, -1.619966, -1.619966, -1.619966, -1.619966, -1.619966
 -1.639351, -1.639351, -1.639351, -1.639351, -1.639351, -1.639351
 -1.658889, -1.658889, -1.658889, -1.658889, -1.658889, -1.658889
 -1.678488, -1.678488, -1.678488, -1.678488, -1.678488, -1.678488
 -1.698029, -1.698029, -1.698029, -1.698029, -1.698029, -1.698029
 -1.717367, -1.717367, -1.717367, -1.717367, -1.717367, -1.717367
 -1.736324, -1.736324, -1.736324, -1.736324, -1.736324, -1.736324
 -1.754682, -1.754682, -1.754682, -1.754682, -1.754682, -1.754682
 -1.772182, -1.772182, -1.772182, -1.772182, -1.772182, -1.772182
 -1.788520, -1.788520, -1.788520, -1.788520, -1.788520, -1.788520
 -1.803352, -1.803352, -1.803352, -1.803352, -1.803352, -1.803352
 -1.816299, -1.816299, -1.816299, -1.816299, -1.816299, -1.816299
 -1.826956, -1.826956, -1.826956, -1.826956, -1.826956, -1.826956
 -1.834908, -1.834908, -1.834908, -1.834908, -1.834908, -1.834908
 -1.839751, -1.839751, -1.839751, -1.839751, -1.839751, -1.839751
 -1.841117, -1.841117, -1.841117, -1.841117, -1.841117, -1.841117
 -1.838700, -1.838700, -1.838700, -1.838700, -1.838700, -1.838700
 -1.832288, -1.832288, -1.832288, -1.832288, -1.832288, -1.832288
 -1.821794, -1.821794, -1.821794, -1.821794, -1.821794, -1.821794
 -1.807271, -1.807271, -1.807271, -1.807271, -1.807271, -1.807271
 -1.788930, -1.788930, -1.788930, -1.788930, -1.788930, -1.788930
 -1.767133, -1.767133, -1.767133, -1.767133, -1.767133, -1.767133
 -1.742368, -1.742368, -1.742368, -1.742368, -1.742368, -1.742368
 -1.715211, -1.715211, -1.715211, -1.715211, -1.715211, -1.715211
 -1.686280, -1.686280, -1.686280, -1.686280, -1.686280, -1.686280
 -1.656188, -1.656188, -1.656188, -1.656188, -1.656188, -1.656188
 -1.625512, -1.625512, -1.625512, -1.625512, -1.625512, -1.625512
 -1.594779, -1.594779, -1.594779, -1.594779, -1.594779, -1.594779
 -1.564456, -1.564456, -1.564456, -1.564456, -1.564456, -1.564456
 -1.534967, -1.534967, -1.534967, -1.534967, -1.534967, -1.534967
 -1.506701, -1.506701, -1.506701, -1.506701, -1.506701, -1.506701
 -1.480027, -1.480027, -1.480027, -1.480027, -1.480027, -1.480027
 -1.455300, -1.455300, -1.455300, -1.455300, -1.455300, -1.455300
 -1.432870, -1.432870, -1.432870, -1.432870, -1.432870, -1.432870
 -1.413073, -1.413073, -1.413073, -1.413073, -1.413073, -1.413073
 -1.396234, -1.396234, -1.396234, -1.396234, -1.396234, -1.396234
 -1.382652, -1.382652, -1.382652, -1.382652, -1.382652, -1.382652
